"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","VEHICLE_ID","VEHICLE_YEAR_MANUF","VEHICLE_BODY_STYLE","VEHICLE_MAKE","Vehicle Type Desc","SEX","AGE","Age Group","Road User Type Desc"
"T20190000268","3/1/19",23:10:00,"Collision with vehicle","Thursday","Dark No street lights",2,4,"Not at intersection",3,100,"B",2017,"SEDAN","HYNDAI","Car","F",33,"30-39","Drivers"
"T20190000270","5/1/19",17:20:00,"Vehicle overturned (no collision)","Saturday","Day",1,2,"Not at intersection",2,100,"A",2007,"SEDAN","PROTON","Car","M",35,"30-39","Drivers"
"T20190000273","5/1/19",17:52:00,"Collision with vehicle","Saturday","Day",3,6,"T intersection",3,80,"A",0,"SEDAN","MAZDA","Car","U",NA,"unknown","Drivers"
"T20190000273","5/1/19",17:52:00,"Collision with vehicle","Saturday","Day",3,6,"T intersection",3,80,"B",2018,"S WAG","MAZDA","Station Wagon","F",31,"30-39","Drivers"
"T20190000273","5/1/19",17:52:00,"Collision with vehicle","Saturday","Day",3,6,"T intersection",3,80,"C",2012,"SEDAN","FORD","Car","F",33,"30-39","Drivers"
"T20190000276","4/1/19",15:45:00,"Collision with vehicle","Friday","Day",2,3,"T intersection",3,80,"A",2017,"WAGON","MERC B","Station Wagon","F",24,"22-25","Drivers"
"T20190000276","4/1/19",15:45:00,"Collision with vehicle","Friday","Day",2,3,"T intersection",3,80,"B",2013,"SEDAN","HOLDEN","Car","F",23,"22-25","Drivers"
"T20190000280","5/1/19",19:05:00,"Collision with vehicle","Saturday","Day",2,6,"Cross intersection",2,80,"A",2003,"SEDAN","KIA","Car","F",93,"70+","Drivers"
"T20190000280","5/1/19",19:05:00,"Collision with vehicle","Saturday","Day",2,6,"Cross intersection",2,80,"B",2005,"SED","FORD","Car","M",29,"26-29","Drivers"
"T20190000281","5/1/19",19:20:00,"Struck Pedestrian","Saturday","Day",1,4,"Cross intersection",3,60,"A",2010,"SEDAN","MAZDA","Car","M",25,"22-25","Drivers"
"T20190000282","5/1/19",16:00:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,50,"A",2008,"UTIL","HOLDEN","Utility","M",21,"17-21","Drivers"
"T20190000282","5/1/19",16:00:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,50,"B",2007,"WAGON","FORD","Car","M",38,"30-39","Drivers"
"T20190000283","5/1/19",20:05:00,"Collision with a fixed object","Saturday","Dusk/Dawn",1,1,"Not at intersection",2,80,"A",2010,"DC UTE","NISSAN","Utility","M",23,"22-25","Drivers"
"T20190000285","5/1/19",00:10:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Cross intersection",3,70,"A",2014,"SEDAN","VOLKS","Car","F",47,"40-49","Drivers"
"T20190000285","5/1/19",00:10:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Cross intersection",3,70,"B",2014,"SEDAN","HYNDAI","Car","F",19,"17-21","Drivers"
"T20190000288","5/1/19",22:35:00,"Collision with a fixed object","Saturday","Dark No street lights",1,2,"Not at intersection",2,80,"A",2004,"S WAG","HOLDEN","Station Wagon","F",66,"64-69","Drivers"
"T20190000299","6/1/19",06:10:00,"Collision with a fixed object","Sunday","Dusk/Dawn",1,1,"Not at intersection",2,80,"A",2005,"UTIL","TOYOTA","Utility","M",18,"17-21","Drivers"
"T20190000302","6/1/19",11:00:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,60,"A",2003,"SEDAN","HOLDEN","Car","M",41,"40-49","Drivers"
"T20190000303","6/1/19",10:45:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,40,"A",2008,"SEDAN","MAZDA","Car","F",30,"30-39","Drivers"
"T20190000303","6/1/19",10:45:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,40,"B",2013,"SEDAN","FORD","Car","F",65,"64-69","Drivers"
"T20190000305","6/1/19",10:28:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,60,"A",2016,"S WAG","MAZDA","Station Wagon","M",25,"22-25","Drivers"
"T20190000305","6/1/19",10:28:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,60,"B",2007,"SEDAN","NISSAN","Car","F",44,"40-49","Drivers"
"T20190000307","6/1/19",12:15:00,"Collision with vehicle","Sunday","Day",2,5,"Not at intersection",2,80,"A",2009,"WAGON","HYNDAI","Station Wagon","M",74,"70+","Drivers"
"T20190000307","6/1/19",12:15:00,"Collision with vehicle","Sunday","Day",2,5,"Not at intersection",2,80,"B",2006,"SEDAN","MITSUB","Car","M",30,"30-39","Drivers"
"T20190000308","6/1/19",12:05:00,"Collision with vehicle","Sunday","Day",2,3,"T intersection",3,100,"A",2004,"SEDAN","MAZDA","Car","F",43,"40-49","Drivers"
"T20190000308","6/1/19",12:05:00,"Collision with vehicle","Sunday","Day",2,3,"T intersection",3,100,"B",2007,"WAGON","SUBARU","Station Wagon","F",37,"30-39","Drivers"
"T20190000309","6/1/19",12:32:00,"Collision with vehicle","Sunday","Day",3,4,"Multiple intersection",2,60,"B",2013,"SEDAN","VOLKS","Car","M",24,"22-25","Drivers"
"T20190000309","6/1/19",12:32:00,"Collision with vehicle","Sunday","Day",3,4,"Multiple intersection",2,60,"C",2016,"SEDAN","FORD","Car","U",NA,"unknown","Drivers"
"T20190000309","6/1/19",12:32:00,"Collision with vehicle","Sunday","Day",3,4,"Multiple intersection",2,60,"D",1995,"SEDAN","HOLDEN","Car","M",18,"17-21","Drivers"
"T20190000312","6/1/19",12:35:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",2,80,"A",2011,"SEDAN","HOLDEN","Car","M",41,"40-49","Drivers"
"T20190000312","6/1/19",12:35:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",2,80,"B",2005,"UTIL","HOLDEN","Utility","M",27,"26-29","Drivers"
"T20190000315","4/1/19",20:40:00,"No collision and no object struck","Friday","Dusk/Dawn",2,2,"Cross intersection",3,80,"A",2001,"VAN","MAZDA","Panel Van","M",61,"60-64","Drivers"
"T20190000316","4/1/19",16:00:00,"Vehicle overturned (no collision)","Friday","Day",1,2,"T intersection",3,100,"A",2000,"SEDAN","HOLDEN","Car","M",22,"22-25","Drivers"
"T20190000317","6/1/19",15:31:00,"Struck Pedestrian","Sunday","Day",1,2,"Not at intersection",3,50,"A",2012,"SEDAN","HOLDEN","Car","U",NA,"unknown","Drivers"
"T20190000318","6/1/19",17:10:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,60,"A",2008,"SEDAN","HYNDAI","Car","F",26,"26-29","Drivers"
"T20190000318","6/1/19",17:10:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,60,"B",2004,"SEDAN","HOLDEN","Car","M",37,"30-39","Drivers"
"T20190000319","6/1/19",16:05:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,60,"A",2012,"SEDAN","HONDA","Car","F",26,"26-29","Drivers"
"T20190000322","6/1/19",05:30:00,"Vehicle overturned (no collision)","Sunday","Dusk/Dawn",1,1,"Not at intersection",3,100,"A",1986,"DC UTE","TOYOTA","Utility","M",30,"30-39","Drivers"
"T20190000324","6/1/19",18:55:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",3,60,"A",2013,"SEDAN","HYNDAI","Car","F",72,"70+","Drivers"
"T20190000324","6/1/19",18:55:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",3,60,"B",2010,"SEDAN","TOYOTA","Car","M",25,"22-25","Drivers"
"T20190000325","3/1/19",05:25:00,"Collision with a fixed object","Thursday","Dark No street lights",1,2,"Not at intersection",3,100,"A",2012,"WAGON","TOYOTA","Station Wagon","M",78,"70+","Drivers"
"T20190000326","6/1/19",17:10:00,"Collision with a fixed object","Sunday","Day",1,4,"Not at intersection",3,100,"A",2006,"SEDAN","FORD","Car","M",21,"17-21","Drivers"
"T20190000327","6/1/19",17:08:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",3,100,"A",1999,"CARVN","TOYOTA","Panel Van","M",33,"30-39","Drivers"
"T20190000328","6/1/19",13:03:00,"Collision with vehicle","Sunday","Day",2,1,"Not at intersection",3,40,"A",1995,"SEDAN","HOLDEN","Car","M",18,"17-21","Drivers"
"T20190000330","5/1/19",17:30:00,"Collision with a fixed object","Saturday","Day",2,3,"Not at intersection",2,50,"B",2009,"WAGON","MITSUB","Station Wagon","M",56,"50-59","Drivers"
"T20190000331","6/1/19",10:30:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,50,"A",0,"UTIL","UNKN","Utility","U",NA,"unknown","Drivers"
"T20190000335","6/1/19",20:40:00,"Collision with a fixed object","Sunday","Dusk/Dawn",1,1,"Not at intersection",2,100,"A",2004,"WAGON","KIA","Car","F",60,"60-64","Drivers"
"T20190000336","6/1/19",18:10:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,50,"A",2000,"SEDAN","HOLDEN","Car","F",72,"70+","Drivers"
"T20190000339","7/1/19",00:45:00,"Vehicle overturned (no collision)","Monday","Dark No street lights",1,2,"Not at intersection",2,60,"A",2000,"S WAG","SUBARU","Station Wagon","M",30,"30-39","Drivers"
"T20190000343","7/1/19",02:45:00,"Collision with a fixed object","Monday","Dark No street lights",1,1,"Not at intersection",1,100,"A",2001,"WAGON","TOYOTA","Station Wagon","M",64,"60-64","Drivers"
"T20190000344","1/1/19",23:40:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,4,"Cross intersection",2,60,"A",2006,"SEDAN","NISSAN","Car","F",23,"22-25","Drivers"
"T20190000344","1/1/19",23:40:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,4,"Cross intersection",2,60,"B",2006,"SEDAN","TOYOTA","Car","M",34,"30-39","Drivers"
"T20190000346","7/1/19",08:40:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,60,"A",2006,"SEDAN","HOLDEN","Car","M",30,"30-39","Drivers"
"T20190000347","7/1/19",06:37:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,80,"A",2010,"UTIL","FORD","Utility","M",58,"50-59","Drivers"
"T20190000347","7/1/19",06:37:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,80,"B",2015,"WAGON","JEEP","Car","U",NA,"unknown","Drivers"
"T20190000348","6/1/19",19:15:00,"Struck Pedestrian","Sunday","Day",1,3,"T intersection",3,60,"A",2013,"SEDAN","MAZDA","Car","F",79,"70+","Drivers"
"T20190000350","7/1/19",08:45:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,80,"A",2012,"TRAY","TOYOTA","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",31,"30-39","Drivers"
"T20190000350","7/1/19",08:45:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,80,"B",2012,"WAGON","VOLKS","Station Wagon","F",28,"26-29","Drivers"
"T20190000353","7/1/19",09:30:00,"Collision with vehicle","Monday","Day",2,8,"Cross intersection",3,90,"A",2014,"P MVR","KENWTH","Prime Mover - Single Trailer","M",38,"30-39","Drivers"
"T20190000353","7/1/19",09:30:00,"Collision with vehicle","Monday","Day",2,8,"Cross intersection",3,90,"B",1994,"WAGON","TOYOTA","Station Wagon","M",42,"40-49","Drivers"
"T20190000357","7/1/19",12:03:00,"Struck Pedestrian","Monday","Day",1,2,"Cross intersection",2,50,"A",2009,"WAGON","FORD","Station Wagon","F",55,"50-59","Drivers"
"T20190000358","7/1/19",12:15:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,80,"A",2003,"SEDAN","HOLDEN","Car","M",20,"17-21","Drivers"
"T20190000358","7/1/19",12:15:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,80,"B",2003,"WAGON","L ROV","Station Wagon","F",61,"60-64","Drivers"
"T20190000359","7/1/19",13:15:00,"Collision with vehicle","Monday","Day",2,3,"T intersection",3,60,"B",2014,"WAGON","HYNDAI","Station Wagon","F",47,"40-49","Drivers"
"T20190000360","7/1/19",11:55:00,"Collision with vehicle","Monday","Day",2,4,"T intersection",3,80,"A",2009,"SEDAN","SUZUKI","Car","F",18,"17-21","Drivers"
"T20190000360","7/1/19",11:55:00,"Collision with vehicle","Monday","Day",2,4,"T intersection",3,80,"B",2000,"SEDAN","HOLDEN","Car","M",63,"60-64","Drivers"
"T20190000361","7/1/19",13:33:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"A",2010,"SEDAN","HYNDAI","Car","F",19,"17-21","Drivers"
"T20190000361","7/1/19",13:33:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"B",2011,"SEDAN","HOLDEN","Car","F",27,"26-29","Drivers"
"T20190000363","6/1/19",19:20:00,"Collision with vehicle","Sunday","Day",3,8,"Not at intersection",2,100,"A",2001,"SEDAN","FORD","Car","M",43,"40-49","Drivers"
"T20190000363","6/1/19",19:20:00,"Collision with vehicle","Sunday","Day",3,8,"Not at intersection",2,100,"B",2010,"WAGON","KIA","Station Wagon","F",38,"30-39","Drivers"
"T20190000363","6/1/19",19:20:00,"Collision with vehicle","Sunday","Day",3,8,"Not at intersection",2,100,"C",2006,"WAGON","NISSAN","Station Wagon","F",26,"26-29","Drivers"
"T20190000365","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,4,"Cross intersection",3,60,"A",1988,"TRAY","MITSUB","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",48,"40-49","Drivers"
"T20190000365","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,4,"Cross intersection",3,60,"B",2015,"WAGON","FORD","Station Wagon","M",17,"16-17","Drivers"
"T20190000365","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,4,"Cross intersection",3,60,"C",2005,"COUPE","HYNDAI","Car","F",45,"40-49","Drivers"
"T20190000366","7/1/19",14:35:00,"Collision with vehicle","Monday","Day",2,5,"T intersection",3,60,"A",2018,"S WAG","TOYOTA","Station Wagon","F",25,"22-25","Drivers"
"T20190000366","7/1/19",14:35:00,"Collision with vehicle","Monday","Day",2,5,"T intersection",3,60,"B",2010,"SEDAN","HONDA","Car","F",32,"30-39","Drivers"
"T20190000367","7/1/19",08:42:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",2,100,"A",2015,"WAGON","MAZDA","Car","F",22,"22-25","Drivers"
"T20190000369","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,5,"Not at intersection",3,40,"A",2008,"SEDAN","HYNDAI","Car","F",28,"26-29","Drivers"
"T20190000369","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,5,"Not at intersection",3,40,"B",2017,"SEDAN","MAZDA","Car","F",20,"17-21","Drivers"
"T20190000369","7/1/19",13:00:00,"Collision with vehicle","Monday","Day",3,5,"Not at intersection",3,40,"C",2013,"WAGON","HOLDEN","Station Wagon","M",42,"40-49","Drivers"
"T20190000376","2/1/19",18:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"A",2000,"UTIL","TOYOTA","Utility","M",29,"26-29","Drivers"
"T20190000376","2/1/19",18:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"B",2017,"WAGON","HYNDAI","Station Wagon","F",66,"64-69","Drivers"
"T20190000377","7/1/19",17:20:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,50,"A",2011,"SEDAN","SUZUKI","Car","F",57,"50-59","Drivers"
"T20190000377","7/1/19",17:20:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,50,"B",2005,"WAGON","TOYOTA","Car","M",55,"50-59","Drivers"
"T20190000383","7/1/19",18:49:00,"Collision with vehicle","Monday","Day",3,4,"T intersection",3,60,"A",2016,"WAGON","MAZDA","Station Wagon","M",34,"30-39","Drivers"
"T20190000383","7/1/19",18:49:00,"Collision with vehicle","Monday","Day",3,4,"T intersection",3,60,"B",2000,"SEDAN","MITSUB","Car","M",31,"30-39","Drivers"
"T20190000383","7/1/19",18:49:00,"Collision with vehicle","Monday","Day",3,4,"T intersection",3,60,"C",2012,"VAN","TOYOTA","Panel Van","M",43,"40-49","Drivers"
"T20190000384","7/1/19",15:40:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,100,"B",1999,"SEDAN","TOYOTA","Car","F",31,"30-39","Drivers"
"T20190000387","7/1/19",21:15:00,"Collision with vehicle","Monday","Dark Street lights on",2,2,"Cross intersection",2,70,"B",2015,"SEDAN","VOLKS","Car","F",19,"17-21","Drivers"
"T20190000390","7/1/19",21:30:00,"Collision with vehicle","Monday","Dark Street lights unknown",2,3,"T intersection",2,60,"A",2009,"SED","HOLDEN","Car","F",36,"30-39","Drivers"
"T20190000390","7/1/19",21:30:00,"Collision with vehicle","Monday","Dark Street lights unknown",2,3,"T intersection",2,60,"B",2005,"SEDAN","FORD","Car","M",31,"30-39","Drivers"
"T20190000392","7/1/19",22:25:00,"Collision with vehicle","Monday","Dark Street lights on",2,2,"T intersection",3,50,"A",2015,"SEDAN","UNKN","Car","F",17,"16-17","Drivers"
"T20190000400","8/1/19",05:00:00,"Struck animal","Tuesday","Dark No street lights",1,1,"Not at intersection",3,110,"A",2010,"COUPE","HYNDAI","Car","M",54,"50-59","Drivers"
"T20190000403","7/1/19",12:40:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",1,110,"A",0,"S WAG","HOLDEN","Station Wagon","M",61,"60-64","Drivers"
"T20190000403","7/1/19",12:40:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",1,110,"B",2007,"P MVR","KENWTH","Prime Mover B-Triple","M",54,"50-59","Drivers"
"T20190000405","8/1/19",07:40:00,"Collision with a fixed object","Tuesday","Day",1,1,"Not at intersection",3,60,"A",2010,"DC UTE","MITSUB","Utility","M",58,"50-59","Drivers"
"T20190000406","7/1/19",14:50:00,"Collision with a fixed object","Monday","Day",1,1,"Cross intersection",2,60,"A",2014,"SEDAN","HONDA","Car","F",42,"40-49","Drivers"
"T20190000412","7/1/19",18:40:00,"Collision with vehicle","Monday","Day",4,4,"Not at intersection",3,70,"A",2002,"WAGON","MERC B","Station Wagon","F",43,"40-49","Drivers"
"T20190000412","7/1/19",18:40:00,"Collision with vehicle","Monday","Day",4,4,"Not at intersection",3,70,"B",2018,"WAGON","TOYOTA","Station Wagon","F",43,"40-49","Drivers"
"T20190000412","7/1/19",18:40:00,"Collision with vehicle","Monday","Day",4,4,"Not at intersection",3,70,"C",1999,"SEDAN","NISSAN","Car","F",28,"26-29","Drivers"
"T20190000412","7/1/19",18:40:00,"Collision with vehicle","Monday","Day",4,4,"Not at intersection",3,70,"D",2007,"SEDAN","NISSAN","Car","F",28,"26-29","Drivers"
"T20190000414","6/1/19",11:30:00,"Collision with vehicle","Sunday","Day",2,4,"Cross intersection",3,60,"A",0,"S WAG","HOLDEN","Car","F",46,"40-49","Drivers"
"T20190000414","6/1/19",11:30:00,"Collision with vehicle","Sunday","Day",2,4,"Cross intersection",3,60,"B",0,"DC UTE","NIS","Utility","M",44,"40-49","Drivers"
"T20190000415","8/1/19",12:35:00,"Collision with vehicle","Tuesday","Day",2,2,"Multiple intersection",2,60,"A",2005,"WAGON","TOYOTA","Station Wagon","M",60,"60-64","Drivers"
"T20190000419","8/1/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,50,"A",2017,"SEDAN","MERC B","Car","M",85,"70+","Drivers"
"T20190000419","8/1/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,50,"B",2003,"SEDAN","MITSUB","Car","F",77,"70+","Drivers"
"T20190000422","8/1/19",13:15:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",2,80,"A",2002,"SEDAN","TOYOTA","Car","F",78,"70+","Drivers"
"T20190000422","8/1/19",13:15:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",2,80,"B",2002,"WAGON","TOYOTA","Station Wagon","M",54,"50-59","Drivers"
"T20190000423","8/1/19",11:50:00,"Collision with vehicle","Tuesday","Day",3,5,"Not at intersection",3,60,"A",1999,"SEDAN","NISSAN","Car","F",30,"30-39","Drivers"
"T20190000423","8/1/19",11:50:00,"Collision with vehicle","Tuesday","Day",3,5,"Not at intersection",3,60,"B",2003,"WAGON","SUBARU","Station Wagon","M",30,"30-39","Drivers"
"T20190000427","8/1/19",14:32:00,"Collision with a fixed object","Tuesday","Day",1,1,"Not at intersection",2,60,"A",2009,"WAGON","JEEP","Station Wagon","M",38,"30-39","Drivers"
"T20190000430","8/1/19",11:55:00,"Collision with vehicle","Tuesday","Day",3,10,"Not at intersection",3,70,"A",2013,"WAGON","HOLDEN","Station Wagon","F",34,"30-39","Drivers"
"T20190000430","8/1/19",11:55:00,"Collision with vehicle","Tuesday","Day",3,10,"Not at intersection",3,70,"B",1997,"UTIL","TOYOTA","Utility","M",21,"17-21","Drivers"
"T20190000430","8/1/19",11:55:00,"Collision with vehicle","Tuesday","Day",3,10,"Not at intersection",3,70,"C",2009,"TRAY","TOYOTA","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",36,"30-39","Drivers"
"T20190000432","8/1/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",2,50,"A",2012,"VAN","MERC B","Panel Van","M",24,"22-25","Drivers"
"T20190000433","8/1/19",11:00:00,"Struck Pedestrian","Tuesday","Unknown",1,2,"Cross intersection",2,999,"A",2015,"DC UTE","TOYOTA","Utility","F",23,"22-25","Drivers"
"T20190000434","8/1/19",14:40:00,"Collision with vehicle","Tuesday","Day",4,5,"T intersection",3,80,"A",2000,"SEDAN","MAZDA","Car","M",37,"30-39","Drivers"
