"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","LGA_NAME","REGION_NAME","Lat","Long","Surface Cond Desc","Atmosph Cond Desc"
"T20190023730","21/11/19",14:00:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",3,100,"BENDIGO","NORTHERN REGION",-36.88131912,144.796884,"Dry","Strong winds"
"T20190023731","22/11/19",20:55:00,"Struck animal","Friday","Dark Street lights on",1,1,"Not at intersection",3,100,"MITCHELL","NORTHERN REGION",-37.44449408,144.97942,"Dry","Clear"
"T20190023732","27/11/19",09:10:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"MITCHELL","NORTHERN REGION",-37.35396336,145.0256026,"Dry","Not known"
"T20190023733","24/11/19",06:35:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,60,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.73556353,145.024273,"Dry","Clear"
"T20190023734","27/11/19",09:50:00,"Collision with vehicle","Wednesday","Day",3,3,"Not at intersection",3,80,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.81493347,144.8557067,"Dry","Clear"
"T20190023735","4/5/19",12:00:00,"collision with some other object","Saturday","Day",1,1,"Not at intersection",3,999,"MURRINDINDI","NORTH EASTERN REGION",-37.48662376,146.0999776,"Wet","Clear"
"T20190023737","25/11/19",16:15:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,80,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.82003344,144.8098942,"Dry","Clear"
"T20190023739","20/11/19",14:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"MARIBYRNONG","METROPOLITAN NORTH WEST REGION",-37.78284373,144.8688808,"Dry","Clear"
"T20190023740","27/11/19",09:40:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,80,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.91990134,145.1683847,"Dry","Clear"
"T20190023741","27/11/19",08:19:00,"Struck Pedestrian","Wednesday","Day",1,4,"T intersection",3,50,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.89987415,145.0799791,"Dry","Clear"
"T20190023743","27/11/19",09:30:00,"Collision with vehicle","Wednesday","Day",2,3,"Not at intersection",3,50,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-37.98990238,145.0838495,"Dry","Clear"
"T20190023744","31/10/19",17:43:00,"Collision with vehicle","Thursday","Day",3,3,"Not at intersection",3,100,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.77991945,145.0839132,"Dry","Clear"
"T20190023745","26/11/19",21:30:00,"Collision with vehicle","Tuesday","Dark Street lights on",3,5,"T intersection",3,999,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.82188295,144.9658373,"Dry","Clear"
"T20190023747","27/11/19",10:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,100,"BAW BAW","EASTERN REGION",-37.89248074,145.9266254,"Dry","Clear"
"T20190023748","24/11/19",16:35:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,60,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.71734346,144.9445722,"Unknown","Clear"
"T20190023749","26/11/19",16:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,999,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.83621774,144.9755378,"Unknown","Not known"
"T20190023750","18/9/19",15:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,70,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.90662286,145.0617617,"Dry","Clear"
"T20190023752","27/11/19",12:40:00,"Struck Pedestrian","Wednesday","Day",1,2,"Not at intersection",2,50,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.66624908,145.0176288,"Dry","Clear"
"T20190023753","27/11/19",12:30:00,"Vehicle overturned (no collision)","Wednesday","Day",2,2,"Not at intersection",3,40,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.84039256,144.9567661,"Dry","Clear"
"T20190023755","18/11/19",18:35:00,"Collision with vehicle","Monday","Day",4,5,"Not at intersection",3,40,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.82806533,144.6921483,"Dry","Clear"
"T20190023756","27/11/19",09:17:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",2,100,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.58495229,145.0332618,"Dry","Not known"
"T20190023757","27/11/19",12:15:00,"Vehicle overturned (no collision)","Wednesday","Day",1,2,"Not at intersection",3,100,"SOUTH GIPPSLAND","EASTERN REGION",-38.46164156,145.8489531,"Dry","Clear"
"T20190023758","27/11/19",12:15:00,"Collision with vehicle","Wednesday","Day",3,3,"Cross intersection",3,40,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.7693459,144.9990195,"Dry","Clear"
"T20190023760","27/11/19",08:10:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,999,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.74171251,144.9717286,"Unknown","Clear"
"T20190023761","24/11/19",15:14:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,50,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.77095589,144.7809708,"Dry","Clear"
"T20190023762","27/11/19",13:43:00,"Struck Pedestrian","Wednesday","Day",1,3,"Cross intersection",2,60,"WANGARATTA","NORTH EASTERN REGION",-36.35919618,146.3154587,"Dry","Clear"
"T20190023764","26/11/19",15:10:00,"Struck Pedestrian","Tuesday","Day",1,2,"Not at intersection",3,50,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.90598519,144.6658434,"Dry","Clear"
"T20190023765","27/11/19",07:38:00,"Collision with vehicle","Wednesday","Day",3,3,"T intersection",3,60,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.83319027,144.8666888,"Dry","Clear"
"T20190023766","26/11/19",12:51:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.58329943,144.9350098,"Wet","Raining"
"T20190023770","27/11/19",12:15:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.96237572,145.2252404,"Wet","Not known"
"T20190023772","27/11/19",16:15:00,"Collision with vehicle","Wednesday","Day",2,3,"Cross intersection",3,50,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.7374226,144.9407769,"Dry","Clear"
"T20190023773","27/11/19",15:15:00,"No collision and no object struck","Wednesday","Day",1,1,"Not at intersection",3,100,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-38.04868191,145.1433081,"Dry","Clear"
"T20190023774","27/11/19",15:50:00,"Collision with vehicle","Wednesday","Day",3,3,"Not at intersection",3,100,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.02724179,145.3201869,"Dry","Clear"
"T20190023777","21/11/19",07:30:00,"Collision with vehicle","Thursday","Dusk/Dawn",3,3,"Not at intersection",3,999,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.79685353,144.8385491,"Unknown","Not known"
"T20190023780","27/11/19",16:50:00,"Collision with vehicle","Wednesday","Day",4,4,"Not at intersection",3,60,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.76021558,145.1384846,"Dry","Clear"
"T20190023781","27/11/19",16:15:00,"Collision with vehicle","Wednesday","Day",2,5,"Cross intersection",3,60,"BAYSIDE","METROPOLITAN SOUTH EAST REGION",-37.90381425,144.9884211,"Dry","Clear"
"T20190023782","27/11/19",15:13:00,"Vehicle overturned (no collision)","Wednesday","Day",1,2,"Cross intersection",2,80,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.20058652,145.2157795,"Dry","Clear"
"T20190023784","27/11/19",17:19:00,"collision with some other object","Wednesday","Day",1,1,"Not at intersection",3,80,"TOWONG","NORTH EASTERN REGION",-36.12737377,147.3272796,"Dry","Clear"
"T20190023785","27/11/19",17:55:00,"Collision with vehicle","Wednesday","Day",2,3,"Not at intersection",3,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.6009248,144.9097159,"Dry","Clear"
"T20190023786","27/11/19",18:30:00,"Collision with a fixed object","Wednesday","Dusk/Dawn",1,1,"Not at intersection",3,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.58074308,144.8448321,"Dry","Clear"
"T20190023787","27/11/19",16:56:00,"Collision with a fixed object","Wednesday","Day",1,1,"Cross intersection",3,100,"TOWONG","NORTH EASTERN REGION",-36.3590545,147.4449588,"Dry","Clear"
"T20190023793","27/11/19",19:30:00,"Collision with vehicle","Wednesday","Dusk/Dawn",2,2,"Cross intersection",3,60,"GLENELG","SOUTH WESTERN REGION",-38.33797068,141.6041335,"Dry","Clear"
"T20190023796","27/11/19",21:03:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,60,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.87746952,144.6828079,"Dry","Clear"
"T20190023798","27/11/19",17:10:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,50,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.75506789,144.9920033,"Dry","Clear"
"T20190023801","27/11/19",16:00:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,50,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.73349945,144.9430861,"Dry","Clear"
"T20190023803","22/11/19",09:10:00,"Collision with a fixed object","Friday","Day",1,2,"T intersection",3,50,"LATROBE","EASTERN REGION",-38.19858723,146.5489663,"Dry","Clear"
"T20190023804","28/11/19",03:23:00,"Struck Pedestrian","Thursday","Dark Street lights on",1,2,"Not at intersection",1,80,"GEELONG","SOUTH WESTERN REGION",-38.27324489,144.4843062,"Dry","Clear"
"T20190023805","18/11/19",09:00:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.81994992,145.0125747,"Dry","Clear"
"T20190023806","27/11/19",13:46:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,50,"GEELONG","SOUTH WESTERN REGION",-38.09897755,144.356248,"Dry","Clear"
"T20190023810","6/11/19",21:20:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,3,"Not at intersection",3,50,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.87566007,145.0932327,"Wet","Raining"
"T20190023811","25/11/19",18:30:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,60,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.74638739,145.015042,"Dry","Clear"
"T20190023812","28/11/19",08:30:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.83332178,144.9551088,"Dry","Clear"
"T20190023815","24/11/19",11:30:00,"No collision and no object struck","Sunday","Day",1,1,"Not at intersection",3,100,"MANSFIELD","NORTH EASTERN REGION",-36.95995063,145.7040523,"Dry","Clear"
"T20190023816","20/11/19",17:15:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,40,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.80094029,144.9699119,"Dry","Clear"
"T20190023817","27/11/19",18:20:00,"Collision with vehicle","Wednesday","Day",2,3,"Not at intersection",3,60,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.87759491,145.1099194,"Dry","Clear"
"T20190023819","28/11/19",06:46:00,"Collision with vehicle","Thursday","Unknown",2,2,"Not at intersection",3,80,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.82413707,144.8238472,"Dry","Clear"
"T20190023822","27/11/19",15:38:00,"Collision with vehicle","Wednesday","Unknown",2,2,"Not at intersection",3,888,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.81953918,145.02398,"Dry","Clear"
"T20190023823","28/11/19",10:43:00,"Collision with vehicle","Thursday","Day",2,3,"T intersection",3,60,"YARRA","METROPOLITAN NORTH WEST REGION",-37.78307704,144.9699333,"Dry","Clear"
"T20190023825","26/11/19",18:58:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,80,"MELTON","METROPOLITAN NORTH WEST REGION",-37.68312619,144.6612387,"Dry","Clear"
"T20190023826","28/11/19",10:00:00,"Vehicle overturned (no collision)","Thursday","Day",2,2,"T intersection",3,60,"STRATHBOGIE","NORTH EASTERN REGION",-36.74489387,145.5857327,"Dry","Clear"
"T20190023828","27/11/19",17:35:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",2,60,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.37925467,144.8845078,"Dry","Clear"
"T20190023829","28/11/19",05:40:00,"Vehicle overturned (no collision)","Thursday","Dusk/Dawn",1,1,"Not at intersection",2,100,"TOWONG","NORTH EASTERN REGION",-35.98350654,147.7347934,"Dry","Clear"
"T20190023830","23/11/19",17:15:00,"Vehicle overturned (no collision)","Saturday","Unknown",1,1,"Not at intersection",3,999,NA,NA,NA,NA,"Unknown","Clear"
"T20190023831","28/11/19",10:15:00,"Struck Pedestrian","Thursday","Unknown",1,2,"Not at intersection",3,40,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.21999534,145.0381491,"Unknown","Not known"
"T20190023832","28/11/19",08:50:00,"Collision with vehicle","Thursday","Day",4,3,"Not at intersection",3,60,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.79066295,144.9588861,"Dry","Clear"
"T20190023833","28/11/19",09:56:00,"Collision with vehicle","Thursday","Day",3,4,"Not at intersection",2,80,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.8005866,145.2502115,"Dry","Clear"
"T20190023839","28/11/19",13:25:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,80,"GEELONG","SOUTH WESTERN REGION",-38.14648378,144.5967994,"Dry","Clear"
"T20190023840","28/11/19",13:40:00,"Vehicle overturned (no collision)","Thursday","Day",2,2,"Cross intersection",3,60,"MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",-37.75809787,144.9264589,"Dry","Clear"
"T20190023841","24/11/19",17:00:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,60,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.89513486,145.0878,"Dry","Clear"
"T20190023844","14/11/19",11:30:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,40,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.8770459,144.9848551,"Dry","Clear"
"T20190023845","27/11/19",21:30:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,3,"T intersection",3,80,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.91155463,145.2442016,"Dry","Clear"
"T20190023848","28/11/19",13:40:00,"Collision with vehicle","Thursday","Day",2,4,"Cross intersection",3,80,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.09948097,145.1727877,"Dry","Clear"
"T20190023849","28/11/19",06:45:00,"Collision with vehicle","Thursday","Day",2,4,"Cross intersection",3,50,"SHEPPARTON","NORTH EASTERN REGION",-36.37145035,145.4118982,"Dry","Clear"
"T20190023853","28/11/19",06:01:00,"Collision with a fixed object","Thursday","Dusk/Dawn",1,2,"Not at intersection",3,100,"MOYNE","SOUTH WESTERN REGION",-38.10575948,142.7717018,"Dry","Clear"
"T20190023854","28/11/19",11:00:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,100,"MOIRA","NORTH EASTERN REGION",-36.02632851,145.8005083,"Dry","Dust"
"T20190023855","28/11/19",15:35:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,50,"HUME","METROPOLITAN NORTH WEST REGION",-37.65288832,144.9143404,"Dry","Clear"
"T20190023856","28/11/19",14:30:00,"Collision with vehicle","Thursday","Day",2,3,"Cross intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.00301936,145.2079571,"Dry","Clear"
"T20190023858","28/11/19",15:10:00,"Collision with vehicle","Thursday","Day",4,1,"Not at intersection",3,50,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.87158649,145.0432901,"Dry","Clear"
"T20190023859","27/11/19",18:00:00,"No collision and no object struck","Wednesday","Day",2,2,"Not at intersection",3,50,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80551916,144.9749524,"Dry","Clear"
"T20190023860","22/11/19",08:26:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.83279253,144.9242952,"Dry","Clear"
"T20190023861","28/11/19",14:50:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",3,100,"YARRIAMBIACK","WESTERN REGION",-35.88707551,142.4225264,"Dry","Clear"
"T20190023863","28/11/19",15:45:00,"Collision with vehicle","Thursday","Day",2,3,"Not at intersection",3,100,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.55831249,145.1096678,"Dry","Clear"
"T20190023864","27/11/19",09:40:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.82834856,144.9974553,"Dry","Clear"
"T20190023866","4/4/19",17:00:00,"Collision with vehicle","Thursday","Unknown",3,3,"Not at intersection",3,999,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.77973354,145.0943721,"Unknown","Not known"
"T20190023867","28/11/19",16:49:00,"Collision with vehicle","Thursday","Day",3,3,"Not at intersection",3,60,"WHITEHORSE","METROPOLITAN SOUTH EAST REGION",-37.81667487,145.1137161,"Dry","Clear"
"T20190023870","28/11/19",17:18:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,70,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.68945536,145.0277624,"Dry","Clear"
"T20190023871","28/11/19",15:46:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,60,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.67978391,145.0139227,"Dry","Clear"
"T20190023872","28/11/19",07:00:00,"Collision with vehicle","Thursday","Dusk/Dawn",2,2,"Cross intersection",3,50,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.75287551,144.9709829,"Unknown","Not known"
"T20190023873","28/11/19",18:20:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,60,"BASS COAST","EASTERN REGION",-38.50591888,145.2875826,"Dry","Clear"
"T20190023874","28/11/19",19:47:00,"Collision with vehicle","Thursday","Dusk/Dawn",2,2,"T intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.79252618,145.0915614,"Dry","Clear"
"T20190023875","28/11/19",13:08:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",3,100,"MOIRA","NORTH EASTERN REGION",-35.95526836,145.5523015,"Dry","Clear"
"T20190023878","28/11/19",14:24:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",3,60,"MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",-37.71345826,144.8896438,"Dry","Not known"
"T20190023883","28/11/19",18:15:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,50,"YARRA","METROPOLITAN NORTH WEST REGION",-37.81833397,144.9968986,"Dry","Clear"
"T20190023884","28/11/19",15:54:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",2,100,"GANNAWARRA","NORTHERN REGION",-35.68942728,144.1147638,"Dry","Clear"
"T20190023886","28/11/19",05:20:00,"Collision with vehicle","Thursday","Dark Street lights on",4,1,"Not at intersection",3,50,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.93132802,145.0621661,"Dry","Clear"
"T20190023888","20/11/19",19:30:00,"Collision with a fixed object","Wednesday","Dusk/Dawn",2,2,"Not at intersection",3,100,"SOUTH GIPPSLAND","EASTERN REGION",-38.35736884,145.7414982,"Dry","Clear"
"T20190023889","28/11/19",15:40:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"BENDIGO","NORTHERN REGION",-36.77366606,144.2500023,"Dry","Clear"
"T20190023890","28/11/19",23:00:00,"Collision with vehicle","Thursday","Dark Street lights on",2,3,"T intersection",3,60,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-37.95743485,145.0519221,"Dry","Clear"
"T20190023892","28/11/19",21:50:00,"Collision with vehicle","Thursday","Dark Street lights off",4,6,"Not at intersection",3,40,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.95002061,145.2116755,"Dry","Clear"
"T20190023894","29/10/19",14:04:00,"Collision with a fixed object","Tuesday","Day",1,1,"Cross intersection",3,60,"BENDIGO","NORTHERN REGION",-36.76247909,144.2576005,"Dry","Not known"
"T20190023895","26/11/19",13:30:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,50,"MARIBYRNONG","METROPOLITAN NORTH WEST REGION",-37.80359483,144.8944004,"Dry","Clear"
"T20190023897","23/11/19",15:37:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",3,60,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.79242695,144.969938,"Dry","Clear"
"T20190023898","30/8/19",19:00:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"T intersection",3,80,"HUME","METROPOLITAN NORTH WEST REGION",-37.63094501,144.792667,"Dry","Clear"
"T20190023899","29/11/19",08:48:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.82952102,145.0408245,"Dry","Clear"
"T20190023900","21/11/19",12:15:00,"Collision with vehicle","Thursday","Day",2,1,"Not at intersection",3,50,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.97714747,145.181148,"Dry","Not known"
"T20190023901","29/11/19",08:00:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.84039758,144.9768449,"Dry","Clear"
"T20190023903","29/11/19",07:50:00,"Vehicle overturned (no collision)","Friday","Day",1,1,"Not at intersection",2,100,"MOYNE","SOUTH WESTERN REGION",-38.04677506,142.1857494,"Dry","Clear"
"T20190023905","28/10/19",09:20:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,50,"CAMPASPE","NORTHERN REGION",-36.1243574,144.7485954,"Dry","Clear"
"T20190023906","22/11/19",17:00:00,"Collision with a fixed object","Friday","Day",1,1,"Not at intersection",3,50,"GEELONG","SOUTH WESTERN REGION",-38.13530479,144.3374134,"Dry","Clear"
"T20190023907","22/7/19",03:30:00,"Collision with vehicle","Monday","Dark Street lights unknown",2,2,"Cross intersection",3,80,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.08210882,145.2764842,"Dry","Clear"
"T20190023909","29/11/19",10:20:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",2,60,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.83508877,144.847602,"Dry","Clear"
"T20190023910","18/11/19",14:10:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,70,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.69476451,145.0600905,"Dry","Clear"
"T20190023911","27/11/19",14:00:00,"collision with some other object","Wednesday","Day",1,1,"Not at intersection",3,100,"WANGARATTA","NORTH EASTERN REGION",-36.92496467,146.2828929,"Dry","Clear"
"T20190023914","29/11/19",07:14:00,"Collision with a fixed object","Friday","Day",1,1,"T intersection",3,70,"HUME","METROPOLITAN NORTH WEST REGION",-37.63586338,144.889004,"Dry","Clear"
"T20190023916","29/11/19",10:50:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,999,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.92737463,145.0495963,"Dry","Clear"
"T20190023921","29/11/19",11:09:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",2,60,"WHITEHORSE","METROPOLITAN SOUTH EAST REGION",-37.83604881,145.1352987,"Dry","Clear"
"T20190023923","23/11/19",11:40:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,60,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.8778415,144.6539534,"Dry","Clear"
"T20190023925","19/11/19",21:30:00,"Collision with vehicle","Tuesday","Dusk/Dawn",2,2,"Not at intersection",3,999,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.82507983,144.8426728,"Dry","Clear"
"T20190023926","23/11/19",14:00:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.8084909,145.0448862,"Dry","Not known"
"T20190023927","25/11/19",08:40:00,"No collision and no object struck","Monday","Day",2,2,"T intersection",3,999,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.88650821,145.0399839,"Unknown","Not known"
"T20190023928","27/11/19",15:40:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,999,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.69368125,145.0010234,"Unknown","Not known"
"T20190023929","29/11/19",09:10:00,"Collision with vehicle","Friday","Day",3,3,"T intersection",3,80,"CORANGAMITE","SOUTH WESTERN REGION",-38.20032749,142.925595,"Dry","Clear"
"T20190023930","28/11/19",16:45:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,999,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.63610205,145.0116045,"Unknown","Not known"
"T20190023932","29/11/19",13:00:00,"Collision with a fixed object","Friday","Day",1,2,"Not at intersection",2,100,"CAMPASPE","NORTHERN REGION",-36.74755292,144.7578974,"Dry","Clear"
"T20190023933","19/11/19",08:30:00,"Fall from or in moving vehicle","Tuesday","Unknown",1,1,"T intersection",3,50,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.91002659,145.1528936,"Unknown","Not known"
"T20190023934","29/11/19",15:15:00,"collision with some other object","Friday","Day",1,1,"Not at intersection",3,50,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.77238142,144.8323259,"Dry","Clear"
"T20190023935","29/11/19",09:10:00,"Collision with vehicle","Friday","Day",3,2,"Cross intersection",3,60,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-38.06738987,145.1472757,"Dry","Clear"
"T20190023937","24/11/19",18:54:00,"Collision with a fixed object","Sunday","Day",1,2,"Not at intersection",3,100,"MOYNE","SOUTH WESTERN REGION",-38.49668367,142.7444891,"Dry","Clear"
"T20190023938","29/11/19",15:00:00,"Collision with vehicle","Friday","Day",2,2,"Multiple intersection",3,80,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.18099719,145.1588078,"Dry","Clear"
"T20190023940","29/11/19",09:12:00,"Collision with a fixed object","Friday","Day",1,1,"Not at intersection",1,100,"TOWONG","NORTH EASTERN REGION",-36.35474328,147.1866699,"Dry","Clear"
"T20190023942","11/11/19",14:30:00,"Collision with vehicle","Monday","Day",2,3,"T intersection",3,999,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.7297232,145.0164388,"Dry","Clear"
"T20190023944","29/11/19",15:30:00,"Struck Pedestrian","Friday","Day",1,2,"Not at intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.88898566,144.9870991,"Dry","Clear"
"T20190023949","29/11/19",13:50:00,"Collision with vehicle","Friday","Day",2,3,"Not at intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.01381621,145.2154767,"Dry","Clear"
"T20190023950","29/11/19",18:15:00,"Collision with vehicle","Friday","Day",3,3,"T intersection",3,60,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.74174645,144.9700453,"Dry","Clear"
